"area","Reporting Economy","Year","value"
"DEU","TaiwanProvinceofChina","2011","1838.63250251987"
"DEU","South-EastAsia","2011","28804.8112393366"
"DEU","Indonesia","2011","3267.0985706282"
"DEU","Malaysia","2011","5883.36522797878"
"DEU","Philippines","2011","820.332868823081"
"DEU","Singapore","2011","15411.647950397"
"DEU","Thailand","2011","2925.50885868925"
"DEU","VietNam","2011","496.857762820289"
"DEU","SouthAsia","2011","13356.9340770673"
"DEU","Bangladesh","2011","69.8706228966031"
"DEU","India","2011","11845.6583818223"
"DEU","Iran,IslamicRepublicof","2011","803.512163310936"
"DEU","Pakistan","2011","481.330957732155"
"DEU","SriLanka","2011","156.561951305351"
"DEU","WestAsia","2011","14639.1893972624"
"DEU","Bahrain","2011","148.798548761284"
"DEU","Jordan","2011","19.4085063601675"
"DEU","Lebanon","2011","95.7486313768265"
"DEU","Oman","2011","67.2828220485808"
"DEU","Qatar","2011","296.303197098558"
"DEU","SaudiArabia","2011","922.551002319963"
"DEU","SyrianArabRepublic","2011","565.434485292881"
"DEU","Turkey","2011","9680.96297245157"
"DEU","UnitedArabEmirates","2011","2532.16312978986"
"DEU","LatinAmericaandtheCaribbean","2011","56808.6981162104"
"DEU","SouthAmerica","2011","41983.1870578904"
"DEU","Argentina","2011","2973.38317437767"
"DEU","Bolivia,PlurinationalStateof","2011","94.4547309528153"
"DEU","Brazil","2011","31340.8560703985"
"DEU","Chile","2011","2916.45155572117"
"DEU","Colombia","2011","1547.50490711736"
"DEU","Ecuador","2011","322.181205578781"
"DEU","Paraguay","2011","62.1072203525361"
"DEU","Peru","2011","536.968675964635"
"DEU","Uruguay","2011","496.857762820289"
"DEU","Venezuela,BolivarianRep.","2011","1671.71934782243"
"DEU","CentralAmerica","2011","11181.8874643045"
"DEU","CostaRica","2011","172.088756393485"
"DEU","ElSalvador","2011","72.4584237446255"
"DEU","Guatemala","2011","116.451038161005"
"DEU","Honduras","2011","50.4621165364356"
"DEU","Mexico","2011","10228.2828518083"
"DEU","Nicaragua","2011","0"
"DEU","Panama","2011","542.14427766068"
"DEU","Caribbean","2011","3643.62359401545"
"DEU","Bahamas","2011","99.63033264886"
"DEU","Barbados","2011","107.393735192927"
"DEU","BritishVirginIslands","2011","143.62294706524"
"DEU","CaymanIslands","2011","2816.82122307231"
"DEU","DominicanRepublic","2011","63.4011207765473"
"DEU","NetherlandsAntilles","2011","349.353114483016"
"DEU","TrinidadandTobago","2011","0"
"DEU","Oceania","2011","0"
"DEU","","2011",NA
"DEU","Table4.FDIstockabroad,bygeographicaldestination(concluded)","2011",NA
"DEU","(MillionsofUSdollars)","2011",NA
"DEU","Region/economy","2011","2011"
"DEU","SerbiaandMontenegro","2011","0"
"DEU","TheFYRofMacedonia","2011","60.8133199285249"
"DEU","Yugoslavia(former)","2011","0"
"DEU","CIS","2011","30071.5397544436"
"DEU","Azerbaijan","2011","331.238508546859"
"DEU","Belarus","2011","119.038839009028"
"DEU","Kazakhstan","2011","452.865148403909"
"DEU","Moldova,Republicof","2011","122.920540281061"
"DEU","RussianFederation","2011","25444.5518381796"
"DEU","Ukraine","2011","3600.92488002308"
"DEU","Uzbekistan","2011","0"
"DEU","Georgia","2011","0"
"DEU","Unspecified","2011","1119.22386676966"
"DEU","World","2012","1539917.14135379"
"DEU","Developedeconomies","2012","1322446.96008426"
"DEU","Europe","2012","1044622.12367991"
"DEU","EuropeanUnion","2012","987294.173460475"
"DEU","Austria","2012",".."
"DEU","Belgium","2012",".."
"DEU","Bulgaria","2012","2963.37344310745"
"DEU","Croatia","2012","3946.32678910703"
"DEU","Cyprus","2012",".."
"DEU","CzechRepublic","2012",".."
"DEU","Denmark","2012","8744.98627823517"
"DEU","Estonia","2012",".."
"DEU","Finland","2012",".."
"DEU","France","2012",".."
"DEU","Greece","2012",".."
"DEU","Hungary","2012",".."
"DEU","Ireland","2012",".."
"DEU","Italy","2012",".."
"DEU","Latvia","2012",".."
"DEU","Lithuania","2012",".."
"DEU","Luxembourg","2012",".."
"DEU","Malta","2012",".."
"DEU","Netherlands","2012",".."
"DEU","Poland","2012",".."
"DEU","Portugal","2012",".."
"DEU","Romania","2012","8050.98163394553"
"DEU","Slovakia","2012",".."
"DEU","Slovenia","2012",".."
"DEU","Spain","2012",".."
"DEU","Sweden","2012","32624.815283935"
"DEU","UnitedKingdom","2012","185824.361410175"
"DEU","OtherdevelopedEurope","2012","57327.9502194385"
"DEU","Guernsey","2012",".."
"DEU","Iceland","2012","13.1940046442896"
"DEU","IsleofMan","2012",".."
"DEU","Jersey","2012",".."
"DEU","Liechtenstein","2012","525.121384842727"
"DEU","Norway","2012","10180.4939835339"
"DEU","Switzerland","2012","46609.1408064176"
"DEU","NorthAmerica","2012","247296.548448385"
"DEU","Canada","2012","18173.4219970445"
"DEU","UnitedStates","2012","229123.126451341"
"DEU","Otherdevelopedcountries","2012","30528.2879559574"
"DEU","Australia","2012","16373.7597635634"
"DEU","Bermuda","2012",".."
"DEU","Israel","2012","919.622123706988"
"DEU","Japan","2012","12484.1671944269"
"DEU","NewZealand","2012","750.73886426008"
"DEU","Developingeconomies","2012","166248.417239443"
"DEU","Africa","2012","8576.10320878826"
"DEU","NorthAfrica","2012","1669.04161750264"
"DEU","Algeria","2012",".."
"DEU","Egypt","2012","1295.65125606924"
"DEU","Libya","2012",".."
"DEU","Morocco","2012","373.390331433397"
"DEU","Tunisia","2012",".."
"DEU","OtherAfrica","2012","6907.06159128562"
"DEU","Cameroon","2012","0"
"DEU","Congo","2012","0"
"DEU","Côted'Ivoire","2012",".."
"DEU","Ghana","2012",".."
"DEU","Kenya","2012",".."
"DEU","Liberia","2012",".."
"DEU","UnitedRep.ofTanzania","2012",".."
"DEU","Zimbabwe","2012",".."
"DEU","Asia","2012","123778.235329939"
"DEU","EastAsia","2012","68653.6837760967"
"DEU","China","2012","50828.5834916614"
"DEU","HongKong,China","2012","7132.67891070298"
"DEU","Korea,Republicof","2012","8993.03356554781"
"DEU","TaiwanProvinceofChina","2012","1699.3877981845"
"DEU","South-EastAsia","2012","25464.428983479"
"DEU","Indonesia","2012","2502.90268102174"
"DEU","Malaysia","2012","4475.40637534304"
"DEU","Philippines","2012","763.93286890437"
"DEU","Singapore","2012","14629.5123495883"
"DEU","Thailand","2012","3092.67468862149"
"DEU","VietNam","2012",".."
"DEU","SouthAsia","2012","17744.6168861051"
"DEU","Bangladesh","2012",".."
"DEU","India","2012","17744.6168461051"
"DEU","Iran,IslamicRepublicof","2012",".."
"DEU","Pakistan","2012",".."
"DEU","SriLanka","2012",".."
"DEU","WestAsia","2012","11915.505684258"
"DEU","Bahrain","2012",".."
"DEU","Jordan","2012",".."
"DEU","Lebanon","2012",".."
"DEU","Oman","2012",".."
"DEU","Qatar","2012",".."
"DEU","SaudiArabia","2012",".."
"DEU","SyrianArabRepublic","2012",".."
"DEU","Turkey","2012","11915.505594258"
"DEU","UnitedArabEmirates","2012",".."
"DEU","LatinAmericaandtheCaribbean","2012","33894.0787007157"
"DEU","SouthAmerica","2012","25079.1640778657"
"DEU","Argentina","2012","2418.46105129829"
"DEU","Bolivia,PlurinationalStateof","2012",".."
"DEU","Brazil","2012","18255.2248258391"
"DEU","Chile","2012","2392.07304200971"
"DEU","Colombia","2012",".."
"DEU","Ecuador","2012",".."
"DEU","Paraguay","2012",".."
"DEU","Peru","2012",".."
"DEU","Uruguay","2012","575.258602491028"
"DEU","Venezuela,BolivarianRep.","2012","1438.14650622757"
"DEU","CentralAmerica","2012","8814.9145628499"
"DEU","CostaRica","2012",".."
"DEU","ElSalvador","2012",".."
"DEU","Guatemala","2012",".."
"DEU","Honduras","2012",".."
"DEU","Mexico","2012","8814.9145028499"
"DEU","Nicaragua","2012",".."
"DEU","Panama","2012",".."
"DEU","Caribbean","2012",".."
"DEU","Bahamas","2012",".."
"DEU","Barbados","2012",".."
"DEU","BritishVirginIslands","2012",".."
"DEU","CaymanIslands","2012",".."
"DEU","DominicanRepublic","2012",".."
"DEU","NetherlandsAntilles","2012","0"
"DEU","TrinidadandTobago","2012","0"
"DEU","Oceania","2012","0"
"DEU","","2012","/..."
"DEU","Table4.FDIstockabroad,bygeographicaldestination(concluded)","2012",NA
"DEU","(MillionsofUSdollars)","2012",NA
"DEU","Region/economy","2012","2012"
"DEU","SerbiaandMontenegro","2012","0"
"DEU","TheFYRofMacedonia","2012",".."
"DEU","Yugoslavia(former)","2012","0"
"DEU","CIS","2012","25122.7043431919"
"DEU","Azerbaijan","2012",".."
"DEU","Belarus","2012",".."
"DEU","Kazakhstan","2012",".."
"DEU","Moldova,Republicof","2012",".."
"DEU","RussianFederation","2012","25122.7042431919"
"DEU","Ukraine","2012",".."
"DEU","Uzbekistan","2012",".."
"DEU","Georgia","2012",".."
"DEU","Unspecified","2012","26099.0596369017"
"GHA","Belgium","2001","0"
"GHA","Cyprus","2001","0"
"GHA","Denmark","2001","0"
"GHA","India","2001","0"
"GHA","Italy","2001","0"
"GHA","Korea,Republicof","2001","0"
"GHA","Nigeria","2001","0"
"GHA","Norway","2001","0"
"GHA","SouthAfrica","2001","5.27769760442007"
"GHA","UnitedRepublicofTanzania","2001","125.79"
"GHA","UnitedStates","2001","-1"
"GHA","Belgium","2002","0"
"GHA","Cyprus","2002","0"
"GHA","Denmark","2002","0"
"GHA","India","2002","0"
"GHA","Italy","2002","0"
"GHA","Korea,Republicof","2002","0"
"GHA","Nigeria","2002","0"
"GHA","Norway","2002","0"
"GHA","SouthAfrica","2002","8.10185185185185"
"GHA","UnitedRepublicofTanzania","2002","90.52"
"GHA","UnitedStates","2002","-4"
"GHA","Belgium","2003","0"
"GHA","Cyprus","2003","0"
"GHA","Denmark","2003","0"
"GHA","India","2003","0"
"GHA","Italy","2003","0"
"GHA","Korea,Republicof","2003","0"
"GHA","Nigeria","2003","0"
"GHA","Norway","2003","0"
"GHA","SouthAfrica","2003","13.1024096385542"
"GHA","UnitedRepublicofTanzania","2003","128.08"
"GHA","UnitedStates","2003","-1"
"GHA","Belgium","2004","0"
"GHA","Cyprus","2004","9.4257382586902"
"GHA","Denmark","2004","1.2802692223279"
"GHA","India","2004","0"
"GHA","Italy","2004","0"
"GHA","Korea,Republicof","2004","0"
"GHA","Nigeria","2004","0"
"GHA","Norway","2004","0"
"GHA","SouthAfrica","2004","20.2486678507993"
"GHA","UnitedRepublicofTanzania","2004","19.15"
"GHA","UnitedStates","2004","-2"
"GHA","Belgium","2005","0"
"GHA","Cyprus","2005","14.976293924662"
"GHA","Denmark","2005","0"
"GHA","India","2005","0"
"GHA","Italy","2005","0"
"GHA","Korea,Republicof","2005","0"
"GHA","Nigeria","2005","0"
"GHA","Norway","2005","0"
"GHA","SouthAfrica","2005","21.9762845849802"
"GHA","UnitedRepublicofTanzania","2005","0"
"GHA","UnitedStates","2005","-2"
"GHA","Belgium","2006","0"
"GHA","Cyprus","2006","12.1295770715434"
"GHA","Denmark","2006","2.29625181050623"
"GHA","India","2006","0"
"GHA","Italy","2006","0"
"GHA","Korea,Republicof","2006","0.748"
"GHA","Nigeria","2006","0"
"GHA","Norway","2006","0"
"GHA","SouthAfrica","2006","22.8120516499283"
"GHA","UnitedRepublicofTanzania","2006","0"
"GHA","UnitedStates","2006","-4"
"GHA","Belgium","2007","0"
"GHA","Cyprus","2007","10.2163691553977"
"GHA","Denmark","2007","0"
"GHA","India","2007","0"
"GHA","Italy","2007","0.809654616061781"
"GHA","Korea,Republicof","2007","0"
"GHA","Nigeria","2007","0"
"GHA","Norway","2007","0"
"GHA","SouthAfrica","2007","24.5227606461087"
"GHA","UnitedRepublicofTanzania","2007","0"
"GHA","UnitedStates","2007","0"
"GHA","Belgium","2008","0"
"GHA","Cyprus","2008","9.67231047142424"
"GHA","Denmark","2008","0"
"GHA","India","2008","0"
"GHA","Italy","2008","7.86310131849596"
"GHA","Korea,Republicof","2008","0"
"GHA","Nigeria","2008","0"
"GHA","Norway","2008","0"
"GHA","SouthAfrica","2008","20.4191295002687"
"GHA","UnitedRepublicofTanzania","2008","0"
"GHA","UnitedStates","2008","-8"
"GHA","Belgium","2009",".."
"GHA","Cyprus","2009","0"
"GHA","Denmark","2009","0"
"GHA","India","2009","0"
"GHA","Italy","2009","21.2344505189763"
"GHA","Korea,Republicof","2009","0"
"GHA","Nigeria","2009","0"
"GHA","Norway","2009","0"
"GHA","SouthAfrica","2009","25.7452574525745"
"GHA","UnitedRepublicofTanzania","2009","0"
"GHA","UnitedStates","2009","-1"
"GHA","Belgium","2010","13.3619925517811"
"GHA","Cyprus","2010","0"
"GHA","Denmark","2010","0"
"GHA","India","2010","2.8788216915867"
"GHA","Italy","2010","2.11119588557318"
"GHA","Korea,Republicof","2010","0"
"GHA","Nigeria","2010","186.104"
"GHA","Norway","2010","0"
"GHA","SouthAfrica","2010","30.0078412449484"
"GHA","UnitedRepublicofTanzania","2010","0"
"GHA","UnitedStates","2010","-2"
"GHA","Belgium","2011","3.88169539402503"
"GHA","Cyprus","2011","0"
"GHA","Denmark","2011","0"
"GHA","India","2011","2.3657529102516"
"GHA","Italy","2011","2.93715396250535"
"GHA","Korea,Republicof","2011","0"
"GHA","Nigeria","2011","108.467"
"GHA","Norway","2011","0"
"GHA","SouthAfrica","2011","20.6314703606823"
"GHA","UnitedRepublicofTanzania","2011","0"
"GHA","UnitedStates","2011","-7"
"GHA","Belgium","2012","2.63879454084864"
"GHA","Cyprus","2012","0"
"GHA","Denmark","2012","0"
"GHA","India","2012","5.47672119655405"
"GHA","Italy","2012","0"
"GHA","Korea,Republicof","2012","0"
"GHA","Nigeria","2012","367.677"
"GHA","Norway","2012","5.02692998204668"
"GHA","SouthAfrica","2012","21.1736059239044"
"GHA","UnitedRepublicofTanzania","2012","0"
"GHA","UnitedStates","2012","-7"
"GRC","World","2001","7020.3403572782"
"GRC","Developedeconomies","2001","5976.88355409848"
"GRC","Europe","2001","5022.09414024976"
"GRC","EuropeanUnion","2001","5022.09414024976"
"GRC","Austria","2001","6.23958966766253"
"GRC","Bulgaria","2001","488.838361138284"
"GRC","Croatia","2001","0"
"GRC","Cyprus","2001","2888.29548158528"
"GRC","CzechRepublic","2001","0"
"GRC","France","2001","71.5261437044479"
"GRC","Germany","2001","135.543628656285"
"GRC","Hungary","2001","0"
"GRC","Ireland","2001","0"
"GRC","Italy","2001","45.6600481188695"
"GRC","Luxembourg","2001","349.505151186668"
"GRC","Netherlands","2001","107.456662172047"
"GRC","Poland","2001","0"
"GRC","Portugal","2001","0"
"GRC","Romania","2001","584.230054023566"
"GRC","Slovakia","2001","0"
"GRC","Slovenia","2001","0"
"GRC","Spain","2001","48.4273237624373"
"GRC","Sweden","2001","0"
"GRC","UnitedKingdom","2001","206.823008927548"
"GRC","OtherdevelopedEurope","2001","0"
"GRC","Guernsey","2001","0"
"GRC","Jersey","2001","0"
"GRC","Norway","2001","0"
"GRC","Switzerland","2001","0"
"GRC","NorthAmerica","2001","954.789413848717"
"GRC","Canada","2001","0"
"GRC","UnitedStates","2001","954.789413848717"
"GRC","Otherdevelopedcountries","2001","0"
"GRC","Bermuda","2001","0"
"GRC","Japan","2001","0"
"GRC","Developingeconomies","2001","88.9053397844345"
"GRC","Africa","2001","35.0051555931576"
"GRC","NorthAfrica","2001","0"
"GRC","Algeria","2001","0"
"GRC","Egypt","2001","0"
"GRC","Libya","2001","0"
"GRC","Tunisia","2001","0"
"GRC","OtherAfrica","2001","35.0051555931576"
"GRC","Kenya","2001","0"
"GRC","Liberia","2001","0"
"GRC","Niger","2001","0"
"GRC","Nigeria","2001","0"
"GRC","SouthAfrica","2001","35.0051555931576"
"GRC","Asia","2001","53.9001841912769"
"GRC","EastAsia","2001","39.737725722444"
"GRC","China","2001","0"
"GRC","HongKong,China","2001","39.737725722444"
"GRC","TaiwanProvinceofChina","2001","0"
"GRC","South-EastAsia","2001","0"
"GRC","Indonesia","2001","0"
"GRC","Singapore","2001","0"
"GRC","Thailand","2001","0"
"GRC","SouthAsia","2001","0"
"GRC","India","2001","0"
"GRC","WestAsia","2001","14.1624584688329"
"GRC","Oman","2001","0"
"GRC","Turkey","2001","14.1624584688329"
"GRC","UnitedArabEmirates","2001","0"
"GRC","LatinAmericaandtheCaribbean","2001","0"
"GRC","CentralAmerica","2001","0"
"GRC","Panama","2001","0"
"GRC","Caribbean","2001","0"
"GRC","Bahamas","2001","0"
"GRC","BritishVirginIslands","2001","0"
"GRC","CaymanIslands","2001","0"
"GRC","Oceania","2001","0"
"GRC","Guam","2001","0"
"GRC","Transitioneconomies","2001","432.206153222466"
"GRC","South-EastEurope","2001","416.237033903533"
"GRC","Albania","2001","95.3652539460117"
"GRC","BosniaandHerzegovina","2001","0"
"GRC","Montenegro","2001","0"
"GRC","Serbia","2001","179.282447188219"
"GRC","TheFYRofMacedonia","2001","141.589332769303"
"GRC","CIS","2001","15.9691193189329"
"GRC","Moldova,Republicof","2001","0"
"GRC","RussianFederation","2001","15.9691193189329"
"GRC","Ukraine","2001","0"
"GRC","Georgia","2001","0"
"GRC","Unspecified","2001","522.345310172823"
"GRC","World","2002","9173.56186593006"
"GRC","Developedeconomies","2002","7567.61490076156"
"GRC","Europe","2002","6470.73813763552"
"GRC","EuropeanUnion","2002","6470.73813763552"
"GRC","Austria","2002","4.97083566668974"
"GRC","Bulgaria","2002","466.954429811591"
"GRC","Croatia","2002","0"
"GRC","Cyprus","2002","2979.51260641678"
"GRC","CzechRepublic","2002","0"
"GRC","France","2002","71.3430275115829"
"GRC","Germany","2002","280.967572113822"
"GRC","Hungary","2002","0"
"GRC","Ireland","2002","0"
"GRC","Italy","2002","67.9032931261942"
"GRC","Luxembourg","2002","978.76173756924"
"GRC","Netherlands","2002","176.653432078879"
"GRC","Poland","2002","0"
"GRC","Portugal","2002","0"
"GRC","Romania","2002","809.365306083925"
"GRC","Slovakia","2002","0"
"GRC","Slovenia","2002","0"
"GRC","Spain","2002","141.060570786168"
"GRC","Sweden","2002","0"
"GRC","UnitedKingdom","2002","396.009908112949"
"GRC","OtherdevelopedEurope","2002","0"
"GRC","Guernsey","2002","0"
"GRC","Jersey","2002","0"
"GRC","Norway","2002","0"
"GRC","Switzerland","2002","0"
"GRC","NorthAmerica","2002","1096.87676312605"
"GRC","Canada","2002","0"
"GRC","UnitedStates","2002","1096.87676312605"
"GRC","Otherdevelopedcountries","2002","0"
"GRC","Bermuda","2002","0"
"GRC","Japan","2002","0"
"GRC","Developingeconomies","2002","126.221472751641"
"GRC","Africa","2002","44.2656062217244"
"GRC","NorthAfrica","2002","0"
"GRC","Algeria","2002","0"
"GRC","Egypt","2002","0"
"GRC","Libya","2002","0"
"GRC","Tunisia","2002","0"
"GRC","OtherAfrica","2002","44.2656062217244"
"GRC","Kenya","2002","0"
"GRC","Liberia","2002","0"
"GRC","Niger","2002","0"
"GRC","Nigeria","2002","0"
"GRC","SouthAfrica","2002","44.2656062217244"
"GRC","Asia","2002","81.9558665299162"
"GRC","EastAsia","2002","65.7219981500941"
"GRC","China","2002","0"
"GRC","HongKong,China","2002","65.7219981500941"
"GRC","TaiwanProvinceofChina","2002","0"
"GRC","South-EastAsia","2002","0"
"GRC","Indonesia","2002","0"
"GRC","Singapore","2002","0"
"GRC","Thailand","2002","0"
"GRC","SouthAsia","2002","0"
"GRC","India","2002","0"
"GRC","WestAsia","2002","16.2338683798222"
"GRC","Oman","2002","0"
"GRC","Turkey","2002","16.2338683798222"
"GRC","UnitedArabEmirates","2002","0"
"GRC","LatinAmericaandtheCaribbean","2002","0"
"GRC","CentralAmerica","2002","0"
"GRC","Panama","2002","0"
"GRC","Caribbean","2002","0"
"GRC","Bahamas","2002","0"
"GRC","BritishVirginIslands","2002","0"
"GRC","CaymanIslands","2002","0"
"GRC","Oceania","2002","0"
"GRC","Guam","2002","0"
"GRC","Transitioneconomies","2002","649.207917261804"
"GRC","South-EastEurope","2002","628.559023954394"
"GRC","Albania","2002","149.492114828401"
"GRC","BosniaandHerzegovina","2002","0"
"GRC","Montenegro","2002","0"
"GRC","Serbia","2002","266.946459695332"
"GRC","TheFYRofMacedonia","2002","212.120449430661"
"GRC","CIS","2002","20.6488933074095"
"GRC","Moldova,Republicof","2002","0"
"GRC","RussianFederation","2002","20.6488933074095"
"GRC","Ukraine","2002","0"
"GRC","Georgia","2002","0"
"GRC","Unspecified","2002","830.51757515505"
"GRC","World","2003","12423.3169901208"
"GRC","Developedeconomies","2003","10138.4247366015"
"GRC","Europe","2003","9025.55805629441"
"GRC","EuropeanUnion","2003","9025.55805629441"
"GRC","Austria","2003","254.077593632462"
"GRC","Bulgaria","2003","623.340734509944"
"GRC","Croatia","2003","0"
"GRC","Cyprus","2003","3914.96982694382"
"GRC","CzechRepublic","2003","0"
"GRC","France","2003","81.0087828979774"
"GRC","Germany","2003","296.19862434103"
"GRC","Hungary","2003","0"
"GRC","Ireland","2003","0"
"GRC","Italy","2003","93.7019270845174"
"GRC","Luxembourg","2003","1199.12954079867"
"GRC","Netherlands","2003","229.272284993293"
"GRC","Poland","2003","0"
"GRC","Portugal","2003","0"
"GRC","Romania","2003","1427.87136603491"
"GRC","Slovakia","2003","0"
"GRC","Slovenia","2003","0"
"GRC","Spain","2003","202.938747054054"
"GRC","Sweden","2003","0"
"GRC","UnitedKingdom","2003","581.042883882359"
"GRC","OtherdevelopedEurope","2003","0"
"GRC","Guernsey","2003","0"
"GRC","Jersey","2003","0"
"GRC","Norway","2003","0"
"GRC","Switzerland","2003","0"
"GRC","NorthAmerica","2003","1112.86668030706"
"GRC","Canada","2003","0"
"GRC","UnitedStates","2003","1112.86668030706"
"GRC","Otherdevelopedcountries","2003","0"
"GRC","Bermuda","2003","0"
"GRC","Japan","2003","0"
"GRC","Developingeconomies","2003","180.381577385238"
"GRC","Africa","2003","30.956115822099"
"GRC","NorthAfrica","2003","0"
"GRC","Algeria","2003","0"
"GRC","Egypt","2003","0"
"GRC","Libya","2003","0"
"GRC","Tunisia","2003","0"
"GRC","OtherAfrica","2003","30.956115822099"
"GRC","Kenya","2003","0"
"GRC","Liberia","2003","0"
"GRC","Niger","2003","0"
"GRC","Nigeria","2003","0"
"GRC","SouthAfrica","2003","30.956115822099"
"GRC","Asia","2003","149.425461563139"
"GRC","EastAsia","2003","96.038476014378"
"GRC","China","2003","0"
"GRC","HongKong,China","2003","96.038476014378"
"GRC","TaiwanProvinceofChina","2003","0"
"GRC","South-EastAsia","2003","0"
"GRC","Indonesia","2003","0"
"GRC","Singapore","2003","0"
"GRC","Thailand","2003","0"
"GRC","SouthAsia","2003","0"
"GRC","India","2003","0"
"GRC","WestAsia","2003","53.3869855487606"
"GRC","Oman","2003","0"
"GRC","Turkey","2003","53.3869855487606"
"GRC","UnitedArabEmirates","2003","0"
"GRC","LatinAmericaandtheCaribbean","2003","0"
"GRC","CentralAmerica","2003","0"
"GRC","Panama","2003","0"
"GRC","Caribbean","2003","0"
"GRC","Bahamas","2003","0"
"GRC","BritishVirginIslands","2003","0"
"GRC","CaymanIslands","2003","0"
"GRC","Oceania","2003","0"
"GRC","Guam","2003","0"
"GRC","Transitioneconomies","2003","1065.57998196437"
"GRC","South-EastEurope","2003","1035.81108559852"
"GRC","Albania","2003","263.070149513872"
"GRC","BosniaandHerzegovina","2003","0"
"GRC","Montenegro","2003","0"
"GRC","Serbia","2003","427.815794060366"
"GRC","TheFYRofMacedonia","2003","344.925142024285"
"GRC","CIS","2003","29.7688963658455"
"GRC","Moldova,Republicof","2003","0"
"GRC","RussianFederation","2003","29.7688963658455"
"GRC","Ukraine","2003","0"
"GRC","Georgia","2003","0"
"GRC","Unspecified","2003","1038.93069416974"
"GRC","World","2004","13722.6217718209"
"GRC","Developedeconomies","2004","11073.8667320475"
"GRC","Europe","2004","9960.86684101558"
"GRC","EuropeanUnion","2004","9960.86684101558"
"GRC","Austria","2004","284.679089026915"
"GRC","Bulgaria","2004","774.667647379318"
"GRC","Croatia","2004","0"
"GRC","Cyprus","2004","4296.92437615779"
"GRC","CzechRepublic","2004","0"
"GRC","France","2004","94.5434237768334"
"GRC","Germany","2004","374.264465511605"
"GRC","Hungary","2004","0"
"GRC","Ireland","2004","0"
"GRC","Italy","2004","117.944317315027"
"GRC","Luxembourg","2004","1268.41560422796"
"GRC","Netherlands","2004","223.07126511932"
"GRC","Poland","2004","0"
"GRC","Portugal","2004","0"
"GRC","Romania","2004","1577.72147760706"
"GRC","Slovakia","2004","0"
"GRC","Slovenia","2004","0"
"GRC","Spain","2004","243.979514002397"
"GRC","Sweden","2004","0"
"GRC","UnitedKingdom","2004","574.956412771058"
"GRC","OtherdevelopedEurope","2004","0"
"GRC","Guernsey","2004","0"
"GRC","Jersey","2004","0"
"GRC","Norway","2004","0"
"GRC","Switzerland","2004","0"
"GRC","NorthAmerica","2004","1112.99989103193"
"GRC","Canada","2004","0"
"GRC","UnitedStates","2004","1112.99989103193"
"GRC","Otherdevelopedcountries","2004","0"
"GRC","Bermuda","2004","0"
"GRC","Japan","2004","0"
"GRC","Developingeconomies","2004","284.774436090226"
"GRC","Africa","2004","49.0083905415713"
"GRC","NorthAfrica","2004","0"
"GRC","Algeria","2004","0"
"GRC","Egypt","2004","0"
"GRC","Libya","2004","0"
"GRC","Tunisia","2004","0"
"GRC","OtherAfrica","2004","49.0083905415713"
"GRC","Kenya","2004","0"
"GRC","Liberia","2004","0"
"GRC","Niger","2004","0"
"GRC","Nigeria","2004","0"
"GRC","SouthAfrica","2004","49.0083905415713"
"GRC","Asia","2004","235.766045548654"
"GRC","EastAsia","2004","135.746976135992"
"GRC","China","2004","0"
"GRC","HongKong,China","2004","135.746976135992"
"GRC","TaiwanProvinceofChina","2004","0"
"GRC","South-EastAsia","2004","0"
"GRC","Indonesia","2004","0"
"GRC","Singapore","2004","0"
"GRC","Thailand","2004","0"
"GRC","SouthAsia","2004","0"
"GRC","India","2004","0"
"GRC","WestAsia","2004","100.019069412662"
"GRC","Oman","2004","0"
"GRC","Turkey","2004","100.019069412662"
"GRC","UnitedArabEmirates","2004","0"
"GRC","LatinAmericaandtheCaribbean","2004","0"
"GRC","CentralAmerica","2004","0"
"GRC","Panama","2004","0"
"GRC","Caribbean","2004","0"
"GRC","Bahamas","2004","0"
"GRC","BritishVirginIslands","2004","0"
"GRC","CaymanIslands","2004","0"
"GRC","Oceania","2004","0"
"GRC","Guam","2004","0"
"GRC","Transitioneconomies","2004","1291.36700446769"
"GRC","South-EastEurope","2004","1258.21346845374"
"GRC","Albania","2004","238.367658276125"
"GRC","BosniaandHerzegovina","2004","0"
"GRC","Montenegro","2004","0"
"GRC","Serbia","2004","513.798082161926"
"GRC","TheFYRofMacedonia","2004","506.047728015691"
"GRC","CIS","2004","33.1535360139479"
"GRC","Moldova,Republicof","2004","0"
"GRC","RussianFederation","2004","33.1535360139479"
"GRC","Ukraine","2004","0"
"GRC","Georgia","2004","0"
"GRC","Unspecified","2004","1072.61359921543"
"GRC","World","2005","13401.0520566303"
"GRC","Developedeconomies","2005","10818.4877895132"
"GRC","Europe","2005","9581.28901121069"
"GRC","EuropeanUnion","2005","9581.28901121069"
"GRC","Austria","2005","285.286897187949"
"GRC","Bulgaria","2005","851.177281805602"
"GRC","Croatia","2005","0"
"GRC","Cyprus","2005","4189.9765593572"
"GRC","CzechRepublic","2005","0"
"GRC","France","2005","93.6563981629709"
"GRC","Germany","2005","393.913690774627"
"GRC","Hungary","2005","0"
"GRC","Ireland","2005","0"
"GRC","Italy","2005","111.635029073711"
"GRC","Luxembourg","2005","733.820706805572"
"GRC","Netherlands","2005","169.806045491599"
"GRC","Poland","2005","0"
"GRC","Portugal","2005","0"
"GRC","Romania","2005","2362.69174551979"
"GRC","Slovakia","2005","0"
"GRC","Slovenia","2005","0"
